neutral/0,neutral/1,realization/0,realization/1,fear/0,fear/1,excitement/0,excitement/1,surprise/0,surprise/1,joy/0,joy/1,amusement/0,amusement/1,love/0,love/1,annoyance/0,annoyance/1,admiration/0,admiration/1,sadness/0,sadness/1,gratitude/0,gratitude/1,confusion/0,confusion/1,disapproval/0,disapproval/1,remorse/0,remorse/1,error/0,error/1,caring/0,caring/1,nervousness/0,nervousness/1,desire/0,desire/1,approval/0,approval/1,disgust/0,disgust/1,embarrassment/0,embarrassment/1,anger/0,anger/1,optimism/0,optimism/1,curiosity/0,curiosity/1,pride/0,pride/1,disappointment/0,disappointment/1
safest,102,,,,,,,,,,,,,,,,,incredible,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,101,,,,,,,,,,,,,,,,,resistance,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little,101,,,,,,,,,,,,,,,,,fierce,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
launched,101,,,,,,,,,,,,,,,,,defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stream,101,,,,,,,,,,,,,,,,,miai,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ban,101,,,,,,,,,,,,,,,,,puppet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nord,100,,,,,,,,,,,,,,,,,combo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ukr,100,,,,,,,,,,,,,,,,,brand,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
athlete,100,,,,,,,,,,,,,,,,,fridge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american,100,,,,,,,,,,,,,,,,,yep,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battle,99,,,,,,,,,,,,,,,,,hoot,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
act,99,,,,,,,,,,,,,,,,,littleproud,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slava,99,,,,,,,,,,,,,,,,,telling,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secretary,98,,,,,,,,,,,,,,,,,scandal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elder,98,,,,,,,,,,,,,,,,,occurs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eddy,98,,,,,,,,,,,,,,,,,ring,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presiden,98,,,,,,,,,,,,,,,,,hears,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fox,98,,,,,,,,,,,,,,,,,trouble,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idiot,97,,,,,,,,,,,,,,,,,phone,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandal,96,,,,,,,,,,,,,,,,,men,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
running,96,,,,,,,,,,,,,,,,,woman,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feb,96,,,,,,,,,,,,,,,,,continually,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recognition,96,,,,,,,,,,,,,,,,,soldier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ha,96,,,,,,,,,,,,,,,,,defende,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choice,96,,,,,,,,,,,,,,,,,sat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photograph,95,,,,,,,,,,,,,,,,,watched,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
violon,95,,,,,,,,,,,,,,,,,gather,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ingres,95,,,,,,,,,,,,,,,,,b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usd,95,,,,,,,,,,,,,,,,,mask,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
understands,95,,,,,,,,,,,,,,,,,george,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
island,94,,,,,,,,,,,,,,,,,soros,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fate,94,,,,,,,,,,,,,,,,,villain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warns,94,,,,,,,,,,,,,,,,,character,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tur,93,,,,,,,,,,,,,,,,,role,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condition,93,,,,,,,,,,,,,,,,,royal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
happy,92,,,,,,,,,,,,,,,,,younger,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet,92,,,,,,,,,,,,,,,,,playing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
implemented,92,,,,,,,,,,,,,,,,,stradivarius,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
host,92,,,,,,,,,,,,,,,,,hero,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taken,92,,,,,,,,,,,,,,,,,brought,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expensi,91,,,,,,,,,,,,,,,,,dismal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
still,91,,,,,,,,,,,,,,,,,fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91,,,,,,,,,,,,,,,,,honorable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fragment,91,,,,,,,,,,,,,,,,,frustration,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cossack,91,,,,,,,,,,,,,,,,,many,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
better,90,,,,,,,,,,,,,,,,,politician,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using,90,,,,,,,,,,,,,,,,,suppl,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macron,90,,,,,,,,,,,,,,,,,camo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signed,90,,,,,,,,,,,,,,,,,owns,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soo,90,,,,,,,,,,,,,,,,,million,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
next,89,,,,,,,,,,,,,,,,,mansion,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rate,89,,,,,,,,,,,,,,,,,miami,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy,89,,,,,,,,,,,,,,,,,ukrai,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hope,88,,,,,,,,,,,,,,,,,canadian,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
therapy,88,,,,,,,,,,,,,,,,,vehicle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,87,,,,,,,,,,,,,,,,,thinking,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,87,,,,,,,,,,,,,,,,,golf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gov,87,,,,,,,,,,,,,,,,,obviously,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason,87,,,,,,,,,,,,,,,,,never,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
believing,87,,,,,,,,,,,,,,,,,leader,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ministry,87,,,,,,,,,,,,,,,,,adm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thread,86,,,,,,,,,,,,,,,,,mark,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrassment,86,,,,,,,,,,,,,,,,,hamill,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
given,86,,,,,,,,,,,,,,,,,original,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report,86,,,,,,,,,,,,,,,,,star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table,85,,,,,,,,,,,,,,,,,film,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parliament,85,,,,,,,,,,,,,,,,,four,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palace,85,,,,,,,,,,,,,,,,,decade,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friend,84,,,,,,,,,,,,,,,,,ago,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talking,84,,,,,,,,,,,,,,,,,cool,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sovereig,84,,,,,,,,,,,,,,,,,voice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic,83,,,,,,,,,,,,,,,,,admire,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pain,83,,,,,,,,,,,,,,,,,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preside,83,,,,,,,,,,,,,,,,,narrative,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambassador,83,,,,,,,,,,,,,,,,,considered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shore,83,,,,,,,,,,,,,,,,,gunna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
underestimated,83,,,,,,,,,,,,,,,,,pay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attacked,82,,,,,,,,,,,,,,,,,debt,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
director,82,,,,,,,,,,,,,,,,,running,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threat,82,,,,,,,,,,,,,,,,,proud,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad,81,,,,,,,,,,,,,,,,,bendigo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
european,81,,,,,,,,,,,,,,,,,built,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poroshenko,81,,,,,,,,,,,,,,,,,bushmasters,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kolomoisky,81,,,,,,,,,,,,,,,,,equipment,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
release,81,,,,,,,,,,,,,,,,,want,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addiction,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guidance,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruining,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrorist,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interview,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
godspeed,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bandera,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lying,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pay,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actor,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimated,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
put,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trying,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clown,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pushback,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
republi,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jokowi,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seized,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coach,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firepower,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massacre,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tactic,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g7,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
security,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kissinger,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comm,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
department,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zakhraova,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anything,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wil,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
published,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feed,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
according,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invasion,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sure,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olympic,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shooting,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leadership,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spokesman,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumb,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
work,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100m,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gas,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confronting,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grab,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
property,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soon,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
office,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unconditional,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ousting,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rebuilding,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dollar,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mocking,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gone,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trip,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blow,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
owns,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piped,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attempt,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commission,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parade,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deputy,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azov,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
committee,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gain,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131dayofwar,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranging,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thing,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signing,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
massive,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
something,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
determined,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
include,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
history,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
line,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seems,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiate,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supply,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoke,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yacht,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
text,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
away,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
online,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
considering,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
created,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forget,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breaking,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remember,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glastonbury,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aft,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capturing,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
probably,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiev,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discus,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woman,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
criticise,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
despite,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
family,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reserve,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conflict,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
movie,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heading,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whitehouse,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concept,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posed,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emergency,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akhmat,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ahmat,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
permanently,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
australian,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entire,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employee,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
criticism,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
situation,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neo,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kid,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthony,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangin,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suck,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rw,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actually,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missile,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
build,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elected,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
month,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
